"","uniqueID","year","month","day","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","det","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code","plant_genus","plant_species","planted","collector","latitude","longitude"
"10775","NAT.CIG2012_0552","2012","8","24","4",2012-08-24,"RO","AM","2","T","R","Bombus","impatiens","","f","J.Ascher","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","GKN","40.884492","-75.012517"
"10776","NAT.CIG2012_0553","2012","8","24","4",2012-08-24,"RO","PM","4","T","L","Bombus","impatiens","","f","J.Ascher","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","GKN","40.884492","-75.012517"
"10777","NAT.CIG2012_0678","2012","8","24","4",2012-08-24,"RO","AM","2","T","R","Ceratina","mikmaqi","","m","J. Gibbs","",2012-11-11,"bee","NA","DEPA6","Desmodium","paniculatum","no","GKN","40.884492","-75.012517"
"10778","NAT.CIG2012_0720","2012","8","24","4",2012-08-24,"RO","AM","3","C","L","Ceratina","mikmaqi","","f","J. Gibbs","",2012-11-11,"bee","NA","0","Cirsium","arvense","no","BGJ","40.885194","-75.013669"
"10779","NAT.CIG2012_0721","2012","8","24","4",2012-08-24,"RO","AM","2","T","R","Ceratina","calcarata","","f","J. Gibbs","",2012-11-11,"bee","NA","COLA5","Coreopsis","lanceolata","yes","GKN","40.884492","-75.012517"
"10780","NAT.CIG2012_0722","2012","8","24","4",2012-08-24,"RO","PM","3","T","R","Ceratina","mikmaqi","","f","J. Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","BGJ","40.884492","-75.012517"
"10781","NAT.CIG2012_0723","2012","8","24","4",2012-08-24,"RO","AM","4","T","R","Ceratina","mikmaqi","","f","J. Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","GKN","40.884492","-75.012517"
"10782","NAT.CIG2012_0724","2012","8","24","4",2012-08-24,"RO","PM","1","T","L","Ceratina","mikmaqi","","f","J. Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","JWB","40.884492","-75.012517"
"10783","NAT.CIG2012_0725","2012","8","24","4",2012-08-24,"RO","PM","1","T","L","Ceratina","mikmaqi","","f","J. Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","JWB","40.884492","-75.012517"
"10784","NAT.CIG2012_1035","2012","8","24","4",2012-08-24,"RO","AM","1","T","R","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","COLA5","Coreopsis","lanceolata","yes","JWB","40.884492","-75.012517"
"10785","NAT.CIG2012_1036","2012","8","24","4",2012-08-24,"RO","AM","1","T","R","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","COLA5","Coreopsis","lanceolata","yes","JWB","40.884492","-75.012517"
"10786","NAT.CIG2012_1037","2012","8","24","4",2012-08-24,"RO","AM","1","T","R","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","COLA5","Coreopsis","lanceolata","yes","JWB","40.884492","-75.012517"
"10787","NAT.CIG2012_1038","2012","8","24","4",2012-08-24,"RO","AM","2","T","L","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","COLA5","Coreopsis","lanceolata","yes","GKN","40.884492","-75.012517"
"10788","NAT.CIG2012_1039","2012","8","24","4",2012-08-24,"RO","AM","1","T","L","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","0","thistle","CHECK","no","JWB","40.884492","-75.012517"
"10789","NAT.CIG2012_1079","2012","8","24","4",2012-08-24,"RO","PM","1","C","R","Hylaeus","affinis_modestus","","CHECK","J.Ascher","",2012-11-11,"bee","NA","0","Solidago","sp","no","JWB","40.885194","-75.013669"
"10790","NAT.CIG2012_1080","2012","8","24","4",2012-08-24,"RO","AM","2","T","L","Hylaeus","affinis_modestus","","CHECK","J.Ascher","",2012-11-11,"bee","NA","COLA5","Coreopsis","lanceolata","yes","GKN","40.884492","-75.012517"
"10791","NAT.CIG2012_1153","2012","8","24","4",2012-08-24,"RO","PM","3","T","R","Lasioglossum","tegulare","","f","J.Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","BGJ","40.884492","-75.012517"
"10792","NAT.CIG2012_1166","2012","8","24","4",2012-08-24,"RO","PM","2","T","L","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","0","Solidago","sp","yes","GKN","40.884492","-75.012517"
"10793","NAT.CIG2012_1167","2012","8","24","4",2012-08-24,"RO","PM","4","T","L","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","0","Solidago","sp","yes","GKN","40.884492","-75.012517"
"10794","NAT.CIG2012_1168","2012","8","24","4",2012-08-24,"RO","PM","4","T","L","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","0","Solidago","sp","yes","GKN","40.884492","-75.012517"
"10795","NAT.CIG2012_1169","2012","8","24","4",2012-08-24,"RO","PM","4","T","L","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","0","Solidago","sp","yes","GKN","40.884492","-75.012517"
"10796","NAT.CIG2012_1170","2012","8","24","4",2012-08-24,"RO","PM","2","T","L","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","0","Solidago","sp","yes","GKN","40.884492","-75.012517"
"10797","NAT.CIG2012_1171","2012","8","24","4",2012-08-24,"RO","PM","2","T","L","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","0","Solidago","sp","yes","GKN","40.884492","-75.012517"
"10798","NAT.CIG2012_1172","2012","8","24","4",2012-08-24,"RO","PM","3","T","R","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","BGJ","40.884492","-75.012517"
"10799","NAT.CIG2012_1173","2012","8","24","4",2012-08-24,"RO","PM","4","T","R","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","GKN","40.884492","-75.012517"
"10800","NAT.CIG2012_1174","2012","8","24","4",2012-08-24,"RO","PM","4","T","R","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","GKN","40.884492","-75.012517"
"10801","NAT.CIG2012_1175","2012","8","24","4",2012-08-24,"RO","PM","2","T","L","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","GKN","40.884492","-75.012517"
"10802","NAT.CIG2012_1176","2012","8","24","4",2012-08-24,"RO","PM","1","T","L","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","JWB","40.884492","-75.012517"
"10803","NAT.CIG2012_1177","2012","8","24","4",2012-08-24,"RO","PM","3","T","L","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","BGJ","40.884492","-75.012517"
"10804","NAT.CIG2012_1178","2012","8","24","4",2012-08-24,"RO","PM","3","T","L","Lasioglossum","versatum","","m","J.Gibbs","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","BGJ","40.884492","-75.012517"
"10805","NAT.CIG2012_1180","2012","8","24","4",2012-08-24,"RO","AM","3","C","L","Lasioglossum","versatum","","CHECK","J.Gibbs","",2012-11-11,"bee","NA","OXST","Oxalis","stricta","no","BGJ","40.885194","-75.013669"
"10806","NAT.CIG2012_1215","2012","8","24","4",2012-08-24,"RO","AM","2","T","L","Lasioglossum","versatum","","f","J.Gibbs","",2012-11-11,"bee","NA","PLLA","Plantago","lanceolata","no","GKN","40.884492","-75.012517"
"10807","NAT.CIG2012_1255","2012","8","24","4",2012-08-24,"RO","AM","2","T","R","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","DEPA6","Desmodium","paniculatum","no","GKN","40.884492","-75.012517"
"10808","NAT.CIG2012_1256","2012","8","24","4",2012-08-24,"RO","AM","2","T","R","Megachile","mendica","","m","J.Ascher","",2012-11-11,"bee","NA","0","thistle","CHECK","no","GKN","40.884492","-75.012517"
"10809","NAT.CIG2012_1381","2012","8","24","4",2012-08-24,"RO","AM","1","C","R","Xylocopa","virginica","","f","J.Ascher","",2012-11-11,"bee","NA","MOFI","Monarda","fistulosa","no","JWB","40.885194","-75.013669"
"10810","NAT.CIG2012_1591","2012","8","24","4",2012-08-24,"RO","PM","4","T","R","Bombus","impatiens","","f","J.Ascher","",2012-11-11,"bee","NA","0","thistle","CHECK","no","GKN","40.884492","-75.012517"
"10811","NAT.CIG2012_1592","2012","8","24","4",2012-08-24,"RO","PM","4","T","R","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","ERPH","Erigeron","philadelphicus","no","GKN","40.884492","-75.012517"
"10812","NAT.CIG2012_0033","2012","8","30","4",2012-08-30,"AB","AM","4","C","R","Anthidiellum","notatum","","f","J.Ascher","",2012-11-11,"bee","NA","0","pinkpea","CHECK","no","BGJ","39.772882","-74.772184"
"10813","NAT.CIG2012_0861","2012","8","30","4",2012-08-30,"AB","AM","2","T","L","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","EURO4","Eupatorium","rotundifolium","yes","JWB","39.780504","-74.767308"
"10814","NAT.CIG2012_0862","2012","8","30","4",2012-08-30,"AB","PM","2","T","L","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","COCA5","Conyza","canadensis","no","JWB","39.780504","-74.767308"
"10815","NAT.CIG2012_1099","2012","8","30","4",2012-08-30,"AB","PM","2","T","L","Lasioglossum","coreopsis","","f","J.Gibbs","",2012-11-11,"bee","NA","HEHE5","Heliopsis","helianthoides","yes","JWB","39.780504","-74.767308"
"10816","NAT.CIG2012_1227","2012","8","30","4",2012-08-30,"AB","PM","2","C","R","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","EUPE3","Eupatorium","perfoliatum","no","JWB","39.772882","-74.772184"
"10817","NAT.CIG2012_1228","2012","8","30","4",2012-08-30,"AB","AM","1","C","L","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","LECU","Lespedeza","cuneata","no","BGJ","39.772882","-74.772184"
"10818","NAT.CIG2012_1229","2012","8","30","4",2012-08-30,"AB","AM","2","C","L","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","LECU","Lespedeza","cuneata","no","JWB","39.772882","-74.772184"
"10819","NAT.CIG2012_1230","2012","8","30","4",2012-08-30,"AB","AM","2","C","L","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","LECU","Lespedeza","cuneata","no","JWB","39.772882","-74.772184"
"10820","NAT.CIG2012_1231","2012","8","30","4",2012-08-30,"AB","PM","1","C","R","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","LECU","Lespedeza","cuneata","no","BGJ","39.772882","-74.772184"
"10821","NAT.CIG2012_1232","2012","8","30","4",2012-08-30,"AB","AM","2","C","R","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","LECU","Lespedeza","cuneata","no","JWB","39.772882","-74.772184"
"10822","NAT.CIG2012_1233","2012","8","30","4",2012-08-30,"AB","PM","1","C","L","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","LECU","Lespedeza","cuneata","no","BGJ","39.772882","-74.772184"
"10823","NAT.CIG2012_1236","2012","8","30","4",2012-08-30,"AB","PM","3","T","L","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","STHE9","Strophostyles","helvola","no","JWB","39.780504","-74.767308"
"10824","NAT.CIG2012_1237","2012","8","30","4",2012-08-30,"AB","PM","2","T","R","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","STHE9","Strophostyles","helvola","no","JWB","39.780504","-74.767308"
"10825","NAT.CIG2012_1238","2012","8","30","4",2012-08-30,"AB","AM","3","T","L","Megachile","mendica","","f","J.Ascher","",2012-11-11,"bee","NA","STHE9","Strophostyles","helvola","no","JWB","39.780504","-74.767308"
"10826","NAT.CIG2012_1351","2012","8","30","4",2012-08-30,"AB","AM","2","C","L","Xylocopa","virginica","","f","J.Ascher","",2012-11-11,"bee","NA","EURO4","Eupatorium","rotundifolium","no","JWB","39.772882","-74.772184"
"10827","NAT.CIG2012_1352","2012","8","30","4",2012-08-30,"AB","AM","4","C","R","Xylocopa","virginica","","f","J.Ascher","",2012-11-11,"bee","NA","LECU","Lespedeza","cuneata","no","BGJ","39.772882","-74.772184"
"10828","NAT.CIG2012_1353","2012","8","30","4",2012-08-30,"AB","PM","2","C","L","Xylocopa","virginica","","f","J.Ascher","",2012-11-11,"bee","NA","LEHI2","Lespedeza","hirta","no","JWB","39.772882","-74.772184"
"10829","NAT.CIG2012_1358","2012","8","30","4",2012-08-30,"AB","PM","2","T","L","Xylocopa","virginica","","f","J.Ascher","",2012-11-11,"bee","NA","EURO4","Eupatorium","rotundifolium","yes","JWB","39.780504","-74.767308"
"10830","NAT.CIG2012_0485","2012","8","31","4",2012-08-31,"DF","AM","1","C","R","Bombus","impatiens","","f","J.Ascher","",2012-11-11,"bee","NA","IPHE","Ipomoea","hederacea","no","GKN","39.919101","-74.790498"
"10831","NAT.CIG2012_0486","2012","8","31","4",2012-08-31,"DF","AM","2","C","L","Bombus","impatiens","","f","J.Ascher","",2012-11-11,"bee","NA","IPHE","Ipomoea","hederacea","no","GKN","39.919101","-74.790498"
"10832","NAT.CIG2012_0487","2012","8","31","4",2012-08-31,"DF","AM","1","C","R","Bombus","impatiens","","f","J.Ascher","",2012-11-11,"bee","NA","SOCA3","Solanum","carolinense","no","GKN","39.919101","-74.790498"
"10833","NAT.CIG2012_0488","2012","8","31","4",2012-08-31,"DF","AM","4","C","R","Bombus","impatiens","","f","J.Ascher","",2012-11-11,"bee","NA","SOCA3","Solanum","carolinense","no","BGJ","39.919101","-74.790498"
"10834","NAT.CIG2012_0489","2012","8","31","4",2012-08-31,"DF","AM","3","C","L","Bombus","impatiens","","f","J.Ascher","",2012-11-11,"bee","NA","IPLA","Ipomoea","lacunosa","no","BGJ","39.919101","-74.790498"
"10835","NAT.CIG2012_0490","2012","8","31","4",2012-08-31,"DF","AM","4","C","L","Bombus","impatiens","","f","J.Ascher","",2012-11-11,"bee","NA","CHFA2","Chamaecrista","fasciculata","no","BGJ","39.919101","-74.790498"
"10836","NAT.CIG2012_0675","2012","8","31","4",2012-08-31,"DF","AM","4","T","R","Ceratina","calcarata","","m","J. Gibbs","",2012-11-11,"bee","NA","IPLA","Ipomoea","lacunosa","no","BGJ","39.9198","-74.790006"
"10837","NAT.CIG2012_0716","2012","8","31","4",2012-08-31,"DF","AM","4","T","R","Ceratina","mikmaqi","","f","J. Gibbs","",2012-11-11,"bee","NA","IPLA","Ipomoea","lacunosa","no","BGJ","39.9198","-74.790006"
"10838","NAT.CIG2012_0790","2012","8","31","4",2012-08-31,"DF","AM","3","T","L","Ceratina","strenua","","f","J.Ascher","",2012-11-11,"bee","NA","COCA5","Conyza","canadensis","no","BGJ","39.9198","-74.790006"
"10839","NAT.CIG2012_0980","2012","8","31","4",2012-08-31,"DF","AM","1","T","R","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","COCA5","Conyza","canadensis","no","GKN","39.9198","-74.790006"
"10840","NAT.CIG2012_0981","2012","8","31","4",2012-08-31,"DF","PM","1","T","R","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","COCA5","Conyza","canadensis","no","GKN","39.9198","-74.790006"
"10841","NAT.CIG2012_0982","2012","8","31","4",2012-08-31,"DF","PM","2","T","L","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","IPHE","Ipomoea","hederacea","no","GKN","39.9198","-74.790006"
"10842","NAT.CIG2012_0983","2012","8","31","4",2012-08-31,"DF","AM","1","T","R","Halictus","ligatus_poeyi","","f","J.Ascher","",2012-11-11,"bee","NA","RUHI2","Rudbeckia","hirta","yes","GKN","39.9198","-74.790006"
"10843","NAT.CIG2012_1050","2012","8","31","4",2012-08-31,"DF","AM","2","T","L","Halictus","ligatus_poeyi","","m","J.Ascher","",2012-11-11,"bee","NA","RUHI2","Rudbeckia","hirta","yes","GKN","39.9198","-74.790006"
"10844","NAT.CIG2012_1051","2012","8","31","4",2012-08-31,"DF","PM","4","T","R","Halictus","ligatus_poeyi","","m","J.Ascher","",2012-11-11,"bee","NA","RUHI2","Rudbeckia","hirta","yes","BGJ","39.9198","-74.790006"
"10845","NAT.CIG2012_1077","2012","8","31","4",2012-08-31,"DF","AM","4","C","L","Hylaeus","affinis_modestus","","CHECK","J.Ascher","",2012-11-11,"bee","NA","CHFA2","Chamaecrista","fasciculata","no","BGJ","39.919101","-74.790498"
"10846","NAT.CIG2012_1118","2012","8","31","4",2012-08-31,"DF","AM","4","C","L","Lasioglossum","leucocomum","","f","J.Gibbs","",2012-11-11,"bee","NA","CHFA2","Chamaecrista","fasciculata","no","BGJ","39.919101","-74.790498"
"10847","NAT.CIG2012_1119","2012","8","31","4",2012-08-31,"DF","PM","2","C","L","Lasioglossum","leucocomum","","m","J.Gibbs","",2012-11-11,"bee","NA","CHFA2","Chamaecrista","fasciculata","no","GKN","39.919101","-74.790498"
"10848","NAT.CIG2012_1150","2012","8","31","4",2012-08-31,"DF","PM","1","T","L","Lasioglossum","versatum","","M","J. Gardner","",2018-05-15,"bee","NA","COCA5","Conyza","canadensis","no","GKN","39.9198","-74.790006"
"10849","NAT.CIG2012_1152","2012","8","31","4",2012-08-31,"DF","AM","3","C","R","Lasioglossum","tegulare","","f","J.Gibbs","",2012-11-11,"bee","NA","ERCI6","Erodium","cicutarium","no","BGJ","39.919101","-74.790498"
"10850","NAT.CIG2012_1184","2012","8","31","4",2012-08-31,"DF","PM","2","T","R","Lasioglossum","hitchensi","","f","A. Buderi","had said J. Gibbs c.f. but keys out fine",2018-06-14,"bee","NA","COCA5","Conyza","canadensis","no","GKN","39.9198","-74.790006"
"10851","NAT.CIG2012_1185","2012","8","31","4",2012-08-31,"DF","PM","1","T","R","Lasioglossum","hitchensi","","f","A. Buderi","had said J. Gibbs c.f. but keys out fine",2018-06-14,"bee","NA","COCA5","Conyza","canadensis","no","GKN","39.9198","-74.790006"
"10852","NAT.CIG2012_0680","2012","7","27","3",2012-07-27,"AL","PM","2","C","R","Ceratina","dupla","","f","J. Gibbs","",1905-07-07,"bee","NA","VENO","Vernonia","noveboracensis","no","DPC","40.92378","-74.813615"
"10853","NAT.CIG2012_0681","2012","8","29","4",2012-08-29,"AL","PM","1","C","R","Ceratina","mikmaqi","","f","J. Gibbs","",1905-07-07,"bee","NA","LYSA2","Lythrum","salicaria","no","BGJ","40.92378","-74.813615"
"10854","NAT.CIG2012_0682","2012","6","13","1",2012-06-13,"AL","PM","3","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","COLA5","Coreopsis","lanceolata","yes","BGJ","40.926863","-74.813052"
"10855","NAT.CIG2012_0683","2012","6","13","1",2012-06-13,"AL","PM","4","T","L","Ceratina","calcarata","","m","J. Gibbs","",1905-07-07,"bee","NA","COLA5","Coreopsis","lanceolata","yes","BGJ","40.926863","-74.813052"
"10856","NAT.CIG2012_0684","2012","6","13","1",2012-06-13,"AL","PM","2","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","COLA5","Coreopsis","lanceolata","yes","GKN","40.926863","-74.813052"
"10857","NAT.CIG2012_0685","2012","6","13","1",2012-06-13,"AL","PM","1","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","JWB","40.926863","-74.813052"
"10858","NAT.CIG2012_0687","2012","8","29","4",2012-08-29,"AL","AM","3","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","RUHI2","Rudbeckia","hirta","yes","BGJ","40.926863","-74.813052"
"10859","NAT.CIG2012_0688","2012","8","29","4",2012-08-29,"AL","PM","2","T","R","Ceratina","mikmaqi","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","JWB","40.926863","-74.813052"
"10860","NAT.CIG2012_0730","2012","7","27","3",2012-07-27,"AL","PM","1","T","L","Ceratina","mikmaqi","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","GKN","40.926863","-74.813052"
"10861","NAT.CIG2012_0793","2012","6","27","2",2012-06-27,"AL","AM","3","T","L","Ceratina","mikmaqi","","f","J. Gibbs","",1905-07-07,"bee","NA","COLA5","Coreopsis","lanceolata","yes","DPC","40.926863","-74.813052"
"10862","NAT.CIG2012_0794","2012","6","27","2",2012-06-27,"AL","AM","3","T","R","Ceratina","dupla","","f","J. Gibbs","",1905-07-07,"bee","NA","COLA5","Coreopsis","lanceolata","yes","DPC","40.926863","-74.813052"
"10863","NAT.CIG2012_0795","2012","6","27","2",2012-06-27,"AL","AM","3","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","COLA5","Coreopsis","lanceolata","yes","DPC","40.926863","-74.813052"
"10864","NAT.CIG2012_0796","2012","6","27","2",2012-06-27,"AL","AM","4","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","COLA5","Coreopsis","lanceolata","yes","GKN","40.926863","-74.813052"
"10865","NAT.CIG2012_0797","2012","6","27","2",2012-06-27,"AL","PM","4","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","COLA5","Coreopsis","lanceolata","yes","GKN","40.926863","-74.813052"
"10866","NAT.CIG2012_0798","2012","6","27","2",2012-06-27,"AL","PM","4","T","R","Ceratina","mikmaqi","","f","J. Gibbs","",1905-07-07,"bee","NA","COLA5","Coreopsis","lanceolata","yes","GKN","40.926863","-74.813052"
"10867","NAT.CIG2012_0799","2012","6","27","2",2012-06-27,"AL","PM","4","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","COLA5","Coreopsis","lanceolata","yes","GKN","40.926863","-74.813052"
"10868","NAT.CIG2012_0800","2012","6","27","2",2012-06-27,"AL","AM","1","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","COTI3","Coreopsis","tinctoria","yes","BGJ","40.926863","-74.813052"
"10869","NAT.CIG2012_0801","2012","6","27","2",2012-06-27,"AL","PM","4","T","R","Ceratina","mikmaqi","","f","J. Gibbs","",1905-07-07,"bee","NA","COTI3","Coreopsis","tinctoria","yes","GKN","40.926863","-74.813052"
"10870","NAT.CIG2012_0802","2012","6","27","2",2012-06-27,"AL","PM","4","T","L","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","RUHI2","Rudbeckia","hirta","yes","GKN","40.926863","-74.813052"
"10871","NAT.CIG2012_0804","2012","6","27","2",2012-06-27,"AL","AM","1","T","L","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","BGJ","40.926863","-74.813052"
"10872","NAT.CIG2012_0805","2012","6","27","2",2012-06-27,"AL","PM","1","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","BGJ","40.926863","-74.813052"
"10873","NAT.CIG2012_0806","2012","6","27","2",2012-06-27,"AL","PM","1","T","L","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","BGJ","40.926863","-74.813052"
"10874","NAT.CIG2012_0807","2012","6","27","2",2012-06-27,"AL","PM","3","T","L","Ceratina","mikmaqi","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","DPC","40.926863","-74.813052"
"10875","NAT.CIG2012_0808","2012","6","27","2",2012-06-27,"AL","PM","3","T","L","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","DPC","40.926863","-74.813052"
"10876","NAT.CIG2012_0809","2012","6","27","2",2012-06-27,"AL","PM","3","T","L","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","DPC","40.926863","-74.813052"
"10877","NAT.CIG2012_0810","2012","6","27","2",2012-06-27,"AL","PM","3","T","R","Ceratina","mikmaqi","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","DPC","40.926863","-74.813052"
"10878","NAT.CIG2012_0811","2012","6","27","2",2012-06-27,"AL","PM","3","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","DPC","40.926863","-74.813052"
"10879","NAT.CIG2012_0812","2012","6","27","2",2012-06-27,"AL","PM","3","T","R","Ceratina","dupla","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","DPC","40.926863","-74.813052"
"10880","NAT.CIG2012_0813","2012","6","27","2",2012-06-27,"AL","PM","2","T","R","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","NA","ERPH","Erigeron","philadelphicus","no","JWB","40.926863","-74.813052"
"10881","NAT.CIG2011_1177","2011","7","20","3",2011-07-20,"HP","PM","1","T","R","Ceratina","dupla","","f","J. Gibbs","",1905-07-07,"bee","","ERPH","Erigeron","philadelphicus","no","CLW","40.667605","-75.047923"
"10882","NAT.CIG2011_1239","2011","7","20","3",2011-07-20,"HP","PM","3","T","R","Ceratina","mikmaqi","","f","J. Gibbs","",1905-07-07,"bee","","ERPH","Erigeron","philadelphicus","no","CLW","40.667605","-75.047923"
"10883","NAT.CIG2011_1274","2011","7","20","3",2011-07-20,"HP","PM","2","C","L","Ceratina","dupla","","f","J. Gibbs","",1905-07-07,"bee","","MEAL3","Melilotus","altissimus","no","CLW","40.666476","-75.046523"
"10884","NAT.CIG2011_1275","2011","7","20","3",2011-07-20,"HP","PM","2","C","L","Ceratina","dupla","","f","J. Gibbs","",1905-07-07,"bee","","MEAL3","Melilotus","altissimus","no","CLW","40.666476","-75.046523"
"10885","NAT.CIG2011_1278","2011","7","20","3",2011-07-20,"HP","PM","3","C","L","Ceratina","mikmaqi","","f","J. Gibbs","",1905-07-07,"bee","","SOCA6","Solidago","canadensis","no","CLW","40.666476","-75.046523"
"10886","NAT.CIG2011_1279","2011","7","20","3",2011-07-20,"HP","PM","3","C","L","Ceratina","calcarata","","f","J. Gibbs","",1905-07-07,"bee","","SOCA6","Solidago","canadensis","no","CLW","40.666476","-75.046523"
"10887","NAT.CIG2011_1284","2011","7","20","3",2011-07-20,"HP","PM","4","C","L","Ceratina","dupla","","f","J. Gibbs","",1905-07-07,"bee","","MEAL3","Melilotus","altissimus","no","CLW","40.666476","-75.046523"
"10888","NAT.CIG2011_1286","2011","7","20","3",2011-07-20,"HP","PM","4","C","R","Ceratina","strenua","","f","J. Gibbs","",1905-07-07,"bee","","MEAL3","Melilotus","altissimus","no","CLW","40.666476","-75.046523"
"10889","NAT.CIG2011_1287","2011","7","20","3",2011-07-20,"HP","PM","4","C","R","Ceratina","strenua","","f","J. Gibbs","",1905-07-07,"bee","","MEAL3","Melilotus","altissimus","no","CLW","40.666476","-75.046523"
"10890","NAT.CIG2011_1288","2011","7","20","3",2011-07-20,"HP","PM","4","C","R","Ceratina","dupla","","f","J. Gibbs","",1905-07-07,"bee","","MEAL3","Melilotus","altissimus","no","CLW","40.666476","-75.046523"
